state,signal,x,y,car_heading,car_velocity,lateral_acc,longitudinal_acc,pitch_rate,roll_rate,yaw_rate,packet_rate,rtt,speed,delay,car_distance
0,0,783.8207707833682,-602.2499555468374,52.278661154907184,-0.0014848967548459768,1.7147700773891922e-05,-8.792882871905952e-05,2.5524040385954302e-06,-3.326446908652347e-06,1.530612539139403e-07,60.0,589.0,0.009704223833978176,519.0,988.473876953125
0,0,783.8205637761417,-602.2500157181557,52.27866656472505,-0.002050671959295869,-9.327451370476413e-06,5.608941638754365e-05,2.670168195333952e-07,1.185511709187158e-06,2.4913794486092463e-07,60.0,589.0,0.009704223833978176,519.0,988.473876953125
0,0,783.8203309171042,-602.2501068283041,52.2780064635853,-0.002154290908947587,5.757191500014809e-08,3.1301500424101785e-05,-3.275343250154339e-06,-5.250998641089664e-07,-2.7060116412714417e-06,60.0,589.0,0.009704223833978176,519.0,988.473876953125
0,0,783.8200861090526,-602.250234904294,52.27797966598259,-0.0023692783433943987,-4.578879701874814e-05,-5.8106140978389806e-05,3.219256233542172e-07,1.0098048398587285e-06,-7.289318411038128e-07,60.0,589.0,0.0073685492388904095,519.0,988.473876953125
0,0,783.819810235105,-602.250364627745,52.27766371036083,-0.0029693187680095434,-4.916302221148111e-06,-5.863377028981518e-05,2.560705597207554e-06,1.0813426379546225e-06,1.4386230990982027e-07,60.0,1076.0,0.0073685492388904095,675.0,5.775947093963623
0,0,783.8196012710588,-602.2504716751845,52.27762897128951,-0.0026124618016183376,-1.774570163425359e-06,-3.756038824032429e-05,1.4053165225676255e-06,-1.5256408702864014e-06,-9.733413061563527e-07,60.0,1076.0,0.0073685492388904095,675.0,5.775947093963623
0,0,783.8193926619631,-602.2505640175415,52.2776271789182,-0.002176198409870267,3.181871956659858e-05,7.53193202867299e-05,-4.009513589935413e-06,-8.017439274496291e-07,-1.0203400447729149e-07,60.0,1076.0,0.0073685492388904095,675.0,5.775947093963623
0,0,783.8192246301843,-602.250648752619,52.277917042358474,-0.0018618089379742742,2.623977936842887e-05,2.8933429630239492e-05,-2.2794231674913973e-06,2.9659491930701063e-06,7.533375999949384e-07,60.0,1076.0,0.0073685492388904095,675.0,5.775947093963623
0,0,783.8190216566522,-602.2507289072424,52.27781710890185,-0.0015077798161655664,2.450867106618769e-05,-5.5495788170829414e-05,-1.8600669339152132e-06,-3.609792041166539e-06,2.690680620086639e-07,80.0,1076.0,0.006990751251578331,675.0,5.775947093963623
0,0,783.818849588278,-602.2508214559502,52.27824394827762,-0.0016853708075359464,5.2095418540770044e-05,-2.5551596180021773e-05,7.658456781055705e-06,-1.9456546397865613e-06,2.220832283964386e-06,80.0,1076.0,0.006990751251578331,675.0,5.775947093963623
0,0,783.8187092576726,-602.2509281640763,52.27825076928633,-0.0014368955744430423,3.537342425489867e-05,3.56459739155896e-05,2.307900328407179e-06,1.619983002950872e-06,6.430479781719076e-07,80.0,1076.0,0.006990751251578331,675.0,5.775947093963623
0,0,783.8185297255587,-602.2510472129744,52.278203884826,-0.0013787186471745372,-1.6274594787534523e-05,9.485344131866393e-05,-7.044346836056387e-06,2.428551017401178e-06,-1.0114749572103647e-06,80.0,1244.0,0.006778258830308914,512.0,5.7724785804748535
0,0,783.8183273968201,-602.2511615807916,52.277522329632895,-0.0013992579188197851,-2.4965207419943696e-06,-2.3237397616642355e-05,-6.398471407269788e-06,-1.8503622756150515e-07,-2.9637221561948315e-07,80.0,1244.0,0.006778258830308914,512.0,5.7724785804748535
0,0,783.8181169118313,-602.2512824315014,52.27798647929065,-0.001519354758784175,1.8634369603593077e-05,-5.246834422682423e-05,6.525194291571454e-06,2.0259044342738463e-06,-1.5812135555577694e-06,80.0,1244.0,0.007276894059032202,512.0,5.77186918258667
0,0,783.8180110287284,-602.2513418810452,52.277196747607306,-0.0015375734074041247,-9.965423388168446e-06,-2.1077669257485847e-05,6.662769398700966e-06,1.7406399969923793e-06,-2.158549055956844e-06,80.0,1244.0,0.007276894059032202,512.0,5.77186918258667
0,0,783.8180449058626,-602.2512928036826,52.27739410281914,-0.001434421050362289,8.37896756269958e-06,1.2041101842759771e-05,-5.632036552625717e-06,3.661936123212028e-07,8.764242756663119e-07,80.0,1244.0,0.007276894059032202,512.0,5.77186918258667
0,0,783.8180753416871,-602.2512551775887,52.27775889267453,-0.0014159659622237086,-2.4607807033886313e-05,4.252213753133627e-05,-8.600783025883808e-06,-2.2614814981496697e-06,4.496484317009506e-07,80.0,1244.0,0.007276894059032202,512.0,5.77186918258667
0,0,783.8180984066845,-602.2512285645995,52.27754238149535,-0.0013767791679129004,1.7063307270614777e-05,-5.577493988025523e-05,-2.88043718996661e-06,6.71959041776613e-07,-1.0272944599098305e-06,80.0,1244.0,0.007276894059032202,512.0,5.77186918258667
0,0,783.8181066185167,-602.2512154525864,52.27705388097969,-0.0015232039149850607,-6.588797000452151e-06,-3.981982747200746e-05,4.2262070804358185e-06,2.0223674900921643e-06,-1.4677376311453777e-06,80.0,1510.0,0.009524217806756496,544.0,5.771748065948486
0,0,783.8180924122,-602.2511967894767,52.27626289646137,-0.001691455370746553,-1.6221419428417673e-05,2.474039883441041e-05,1.1579170668085624e-06,-5.327920194651413e-06,-3.0415329311312814e-06,80.0,1510.0,0.009524217806756496,544.0,5.771748065948486
0,0,783.8180482938467,-602.2512038437035,52.27606681232366,-0.0015783404232934117,1.172565043442037e-07,5.15085756088566e-05,-5.004303631015257e-06,-2.7419203031531406e-06,-1.4115992470163114e-06,80.0,1510.0,0.009524217806756496,544.0,5.771748065948486
0,0,783.81802268698,-602.2512270846657,52.276242156051545,-0.0013185606803745031,-6.080896851843624e-05,3.84641622525682e-05,-2.4714763945725613e-06,-3.1857835881271064e-06,7.042697150451922e-07,100.0,1262.0,0.009606978856027126,525.0,5.7718915939331055
0,0,783.8179856223169,-602.25123007146,52.275890946543356,-0.0012396269012242556,8.769817921922601e-06,-7.172708601531404e-05,-2.355744577238658e-08,2.037334416902141e-07,-5.137456948238664e-07,100.0,1262.0,0.009606978856027126,525.0,5.7718915939331055
0,0,783.8179224214375,-602.2512231498264,52.27544033621572,-0.001322092255577445,-5.729969008953663e-05,-9.494838077850265e-05,7.176707522092597e-06,-4.720526615486536e-06,2.1970351097404047e-06,100.0,1262.0,0.009606978856027126,525.0,5.7718915939331055
0,0,783.8178961309217,-602.2512099269791,52.275890005643966,-0.0016545793041586876,-8.512472634946523e-07,-4.9971769825913675e-05,2.814710026014279e-07,-1.3240056299567078e-06,4.3726260848385976e-07,100.0,1262.0,0.009606978856027126,525.0,5.7718915939331055
0,0,783.8179552729603,-602.2512003061642,52.27620843092052,-0.001513659255579114,4.438900993304538e-05,0.0001408626056425355,-4.368876641269213e-06,4.849437281190176e-06,2.4910184215955753e-06,100.0,1262.0,0.007181204855442047,525.0,5.7717719078063965
0,0,783.8180277290387,-602.2512030142076,52.27709810956113,-0.0010390435345470905,-2.6557443565395375e-05,3.162489532774397e-05,7.05450905710506e-07,5.643953637359046e-06,-1.3606860485571289e-06,100.0,1262.0,0.007181204855442047,525.0,5.7717719078063965
0,0,783.8181270577744,-602.2512150166598,52.27675899876756,-0.0011521391570568085,9.223914222217488e-05,1.70618972134339e-05,3.152342730202304e-06,-4.321500278440767e-06,-1.2066885495527573e-06,100.0,1262.0,0.007181204855442047,525.0,5.7717719078063965
0,0,783.818259834916,-602.2512476933437,52.27711011442903,-0.0010578213259577751,9.652220635471353e-06,-7.746793259613775e-05,5.967901168624093e-06,3.6881989156500215e-08,7.460071896186041e-07,100.0,1262.0,0.007181204855442047,525.0,5.7717719078063965
0,0,783.8183907554317,-602.2512736242721,52.277240107860294,-0.0007710244972258806,-4.332145224745181e-05,5.3924425579036896e-05,-8.372050692855275e-07,1.4285081250007192e-06,-4.195198507658949e-07,60.0,1111.0,0.007234633434563875,467.0,5.772084712982178
0,0,783.8185148719749,-602.2512977713651,52.27701272282732,-0.0007868264219723642,2.1467302587471135e-05,9.533177528148319e-05,-5.014141995476947e-06,2.8771046683346453e-06,2.189872381875017e-06,60.0,1111.0,0.007234633434563875,467.0,5.772084712982178
0,0,783.8186306578409,-602.2513202155377,52.27664236205817,-0.0005874239723198116,-5.012326055887825e-05,-0.00011640499728837015,-5.447495510707237e-06,-2.1378446828972965e-06,2.5641467850027077e-07,60.0,1111.0,0.007234633434563875,467.0,5.772084712982178
0,0,783.8187089218665,-602.2513429959281,52.27707234542164,-0.0009233151795342565,-1.4458129703367376e-05,-0.00013177851383792694,-1.7138166285759307e-06,-8.527376067396341e-07,1.656728906337061e-06,60.0,1111.0,0.007234633434563875,467.0,5.772084712982178
0,0,783.8187775404588,-602.2513779475229,52.27796818352604,-0.0010331731755286455,2.443279475753933e-05,-9.196000543492143e-07,3.515650615496007e-06,-1.588014732856963e-06,-1.5011721918652888e-06,60.0,1111.0,0.007234633434563875,467.0,5.772084712982178
0,0,783.8188340390888,-602.251384629931,52.27759080713288,-0.0007889892440289259,-5.9389184569630816e-05,0.00010684552373409911,-1.4091111099637348e-08,2.843407664727915e-07,-1.8583902933266084e-06,60.0,803.0,0.007257487159222364,644.0,5.772391319274902
0,0,783.8188817672772,-602.2513187874617,52.27794152014275,-0.0007302311132661998,3.183265696101597e-05,4.354686550954913e-05,-7.116616526779651e-06,-9.195672901737066e-07,-1.170398550918572e-06,60.0,803.0,0.007257487159222364,644.0,5.772391319274902
0,0,783.8189425067487,-602.251282734918,52.27836214713455,-0.0006950197275727987,8.720828062977933e-06,-4.792356075325271e-05,-9.013101413390109e-07,-1.8139558456226683e-06,-7.730411457346818e-08,60.0,803.0,0.006941379047930241,644.0,5.77252197265625
0,0,783.8189792305636,-602.2512529593574,52.27892319655728,-0.0011657426366582513,1.5389862920921835e-06,-8.536670049747197e-05,4.2265651205451665e-06,-2.7447651193879713e-06,-1.371188419454946e-06,60.0,803.0,0.006941379047930241,644.0,5.77252197265625
0,0,783.8189996087426,-602.2512296871918,52.27881898739558,-0.0011623172322288156,-3.5623876357695e-05,-4.387756646360808e-05,7.088745785255054e-06,-2.4558760446083047e-06,2.143521532058339e-07,60.0,803.0,0.006941379047930241,644.0,5.77252197265625
0,0,783.8189991628271,-602.2512256145794,52.278494072959425,-0.0015240981010720134,4.55735256351268e-05,0.00014857343628089985,2.7833536175409247e-07,-3.4626273732846465e-06,1.7383713838620185e-06,60.0,803.0,0.006941379047930241,644.0,5.77252197265625
0,0,783.8190138837158,-602.2512332658196,52.27948955685389,-0.00108852528501302,-1.974999227073485e-06,1.9624598827373153e-05,-4.810323520976898e-06,3.939840102743962e-06,9.580111153800918e-07,60.0,803.0,0.006941379047930241,644.0,5.77252197265625
0,0,783.8190492846154,-602.2512518529592,52.27892230848362,-0.000866669521201402,8.04431650735732e-06,-1.771183607672999e-05,3.2129590473418644e-06,2.4990607871408824e-08,1.1549315264119832e-06,80.0,829.0,0.007198691368103027,445.0,5.772000312805176
0,0,783.8191059961467,-602.2512581991238,52.27855884443761,-0.0006583559443242848,-1.0596511963247742e-06,-9.137094629795254e-05,4.657002643590508e-06,-3.569228468239537e-07,-4.098974151540302e-06,80.0,829.0,0.007198691368103027,445.0,5.772000312805176
0,0,783.8191811528346,-602.2512692068143,52.277595107217024,-0.0002916156663559377,1.0602330302528995e-05,6.732636577700429e-05,-2.417555570616409e-06,-7.881236209506214e-07,6.485866149558637e-07,80.0,829.0,0.009682691656053066,445.0,5.7720255851745605
0,0,783.8192408965747,-602.2512439555788,52.27761512690911,1.1360370081092697e-05,-4.6771734435355546e-05,5.701059682380521e-05,-3.119302801920276e-06,6.267876190179133e-07,-4.342219238254521e-07,80.0,829.0,0.009682691656053066,445.0,5.7720255851745605
0,0,783.8192189389528,-602.2511878559363,52.2772715494567,0.00018755259225144982,2.118818807897972e-05,-3.4259022282862626e-05,-3.00752886058768e-06,-2.0211120400247826e-06,-1.3120266889861906e-06,80.0,829.0,0.009682691656053066,445.0,5.7720255851745605
0,0,783.8192415372248,-602.2511556467751,52.276477510015425,1.1585462743823882e-05,-1.3858097032019072e-05,-6.606569516976519e-05,-2.1015075692691476e-06,3.9457745313180844e-07,-1.7525435639507137e-06,80.0,829.0,0.009682691656053066,445.0,5.7720255851745605
0,0,783.8192727912424,-602.251137519482,52.275324179080805,0.0002303676155861467,2.318656056433594e-05,2.525071611719099e-05,2.762133732699935e-06,-1.5688511585138798e-06,-1.3047888735545929e-06,80.0,829.0,0.009682691656053066,445.0,5.7720255851745605
0,0,783.8193435125326,-602.2511025088552,52.27501040151626,0.00048582471208646894,2.5875652577089848e-05,2.552117505888909e-05,-2.584486113090674e-07,-2.4287241748947602e-06,9.845061928094326e-07,80.0,1042.0,0.009573251008987427,469.0,5.771835803985596
0,0,783.8194362146022,-602.2510671615588,52.274744535805155,0.0005647075595334172,-5.092626789638389e-05,4.376244021519778e-05,-3.475738308162375e-06,6.206711593613497e-07,-3.1935395223246835e-07,80.0,1042.0,0.009573251008987427,469.0,5.771835803985596
0,0,783.8195014861476,-602.2510318878728,52.27446130460956,0.0005286562372930348,-3.3506318465051775e-05,8.436774549855079e-06,-7.921317688529324e-07,6.167634705473482e-07,1.0227027261757559e-06,80.0,1042.0,0.009573251008987427,469.0,5.771835803985596
0,0,783.8195456968971,-602.2509966059257,52.27537719852129,0.00033084474853239954,-2.7415343370418695e-05,-7.777232230483779e-06,2.328211417868617e-06,-3.295481220032384e-06,2.415560318714248e-07,100.0,1269.0,0.007127728778868914,494.0,5.770927906036377
0,0,783.8195810491831,-602.2509587596801,52.276154489189835,0.00015527305367868394,3.494496536458895e-05,-4.940309271167864e-05,-1.8548684790687485e-06,-3.1704708347361354e-06,4.745783545000194e-06,100.0,1269.0,0.007127728778868914,494.0,5.770927906036377
0,0,783.8196309755631,-602.2509439590417,52.275956896614,3.1149538699537516e-05,-1.811153678792811e-05,6.494315023853662e-05,-2.726926718189318e-06,3.6536557538506677e-06,-8.116302282537236e-07,100.0,1269.0,0.007127728778868914,494.0,5.770927906036377
0,0,783.8196248816786,-602.2509215803221,52.275726876013636,0.00024205497174989432,-4.295328309303358e-05,0.0001265890722329803,6.644795805553008e-07,9.471719052392195e-07,-1.2266039189722514e-06,100.0,1269.0,0.009470447897911072,494.0,5.771205902099609
0,0,783.8195736225612,-602.2508734483212,52.27669764475535,0.00015594765136484057,3.1830069515665006e-05,-7.539398743948231e-05,3.998363110665523e-07,-8.56681489976303e-07,1.4838105361160666e-06,100.0,1269.0,0.009470447897911072,494.0,5.771205902099609
0,0,783.8195251455246,-602.2508518701796,52.277530286667485,-0.00020850595319643617,3.1091982788122325e-05,-3.919764935009218e-05,5.290914522383728e-06,9.261281177782751e-07,2.0133904759454166e-06,100.0,1269.0,0.009470447897911072,494.0,5.771205902099609
0,0,783.8194810926872,-602.2508387492213,52.27769547878779,-0.00034284358844161034,-3.2775026025496717e-05,3.646386582273067e-05,3.414887837470949e-06,2.129665982434473e-06,2.810571372437707e-06,40.0,1269.0,0.007228652480989695,494.0,5.771287441253662
0,0,783.8194133886986,-602.2508039004418,52.27860595036557,-5.17918451805599e-05,-4.2778586441899907e-05,9.961999208083993e-05,3.074113684738914e-06,-2.725638672292924e-06,-1.383751192956283e-06,40.0,1269.0,0.007228652480989695,494.0,5.771287441253662
0,0,783.8193067754243,-602.2507416203023,52.278948612228504,2.4959414076874964e-05,1.69005692128768e-05,7.76956129439601e-05,-6.483156310431143e-06,3.7162641310869622e-06,3.5635965220199825e-07,40.0,1269.0,0.007228652480989695,494.0,5.771287441253662
0,0,783.8192356419293,-602.2507066782584,52.279258884155674,-6.709455192321911e-05,7.247765168563698e-05,-3.8838312043648905e-05,-3.1231982080944525e-06,2.180391232773949e-06,1.0975704993540944e-06,40.0,1269.0,0.007228652480989695,494.0,5.771287441253662
0,0,783.8191868555571,-602.2506751727126,52.27914136369677,-0.0003241399535909295,-6.183754732595615e-07,-1.694624723281466e-05,6.051067413296218e-06,-2.557392071205047e-06,2.206417335780622e-06,40.0,1269.0,0.007228652480989695,494.0,5.771287441253662
0,0,783.8191121040729,-602.2506099169234,52.27920831748721,2.343937558180187e-05,1.4717316144286863e-05,3.7512153358909586e-05,4.517544141665602e-06,-3.86370103748359e-06,-2.1752013170770236e-06,40.0,1387.0,0.009437305852770805,615.0,5.770169734954834
0,0,783.8190399997193,-602.25051167796,52.27883470774318,0.0006713398615829647,-5.681439626936094e-06,7.680580879001866e-05,-5.741260971463342e-06,-6.532332689222319e-07,-6.034201042456761e-08,40.0,1387.0,0.009437305852770805,615.0,5.770169734954834
0,0,783.8190127008103,-602.2504517632367,52.27835919126992,0.0006351295160129666,-7.994328533563715e-06,-3.4800854937519005e-05,-4.445603096039859e-06,7.385195153007123e-07,1.59172751194784e-06,40.0,1387.0,0.009437305852770805,615.0,5.770169734954834
0,0,783.8190143207407,-602.2504333770828,52.27850771653385,0.0005120146670378745,-5.5871165524089966e-05,-8.409645495982436e-05,5.739628824105337e-06,2.3299127771140915e-06,-7.595488547241613e-07,40.0,1387.0,0.009437305852770805,615.0,5.770169734954834
0,0,783.8189869309164,-602.2503866883167,52.278881303884226,0.0003921534225810319,-4.466490966774781e-05,-5.793460131127309e-05,5.67842643954491e-06,-3.4256127374707553e-06,5.950537867501668e-07,40.0,1463.0,0.007208304014056921,498.0,5.769259452819824
0,0,783.8189295474481,-602.2503375499098,52.279274147448966,0.0001765915658324957,7.857826317612143e-05,0.00012234898437461897,-3.6186358060296818e-06,-1.4278142538862421e-06,1.090240371474342e-06,40.0,1463.0,0.007208304014056921,498.0,5.769259452819824
0,0,783.8189061387056,-602.2502941913276,52.27920802373446,0.0008432266768068075,5.645011342607401e-05,0.00010341188749985783,-2.425663471572296e-06,4.2934016709535175e-06,2.3387230916423175e-06,40.0,1463.0,0.007208304014056921,498.0,5.769259452819824
0,0,783.8188991795054,-602.2502347054949,52.278648896538876,0.0008590510697104037,-2.0446534257830718e-05,-1.4673423445730655e-05,3.210765145842737e-06,-1.0617121621396258e-06,1.3587780964344756e-07,40.0,1463.0,0.007208304014056921,498.0,5.769259452819824
0,0,783.8188765827387,-602.2501566419518,52.27817196947408,0.0005162339075468481,1.328773254100002e-05,-7.36833038599518e-05,2.7487294275423757e-06,1.4698755217298922e-06,1.3134303937311777e-06,80.0,1463.0,0.0068035791628062725,498.0,5.769305229187012
0,0,783.818866895885,-602.2501064898456,52.278262704890594,0.0005156844854354858,-1.4935863219802181e-05,5.109515272200879e-06,4.689901459549131e-06,-1.8705164622860746e-07,-2.1327080215202054e-06,80.0,1463.0,0.0068035791628062725,498.0,5.769305229187012
0,0,783.8188579075833,-602.2500462983539,52.27896461204697,0.0005160442087799311,-7.613543904065484e-05,6.673982481795986e-05,-1.480308723009047e-06,-1.6922222188679455e-06,1.8666370604590455e-06,80.0,1463.0,0.0068035791628062725,498.0,5.769305229187012
0,0,783.8188455906118,-602.2499895785242,52.27886231297305,0.0006839442066848278,1.796473531573869e-06,-2.5079362147984616e-05,-4.171003117684364e-06,2.258835342553387e-06,-2.601312473191222e-06,80.0,1463.0,0.0068035791628062725,498.0,5.769305229187012
0,0,783.8188524850503,-602.2499654097368,52.278408370578106,0.0004625383880920708,-4.2819809787680004e-05,-3.981941194897922e-05,1.2132895306343184e-06,-1.6009535003654806e-06,1.8050166293108742e-07,80.0,1530.0,0.006711488123983145,646.0,5.769119739532471
0,0,783.8188420600611,-602.2500011030602,52.278686087991375,0.00019781508308369666,-2.5008017609480868e-05,-3.334198492245128e-05,5.661286828825535e-06,-1.3392071343658378e-06,-1.4989827182695508e-06,80.0,1260.0,0.007224140223115683,469.0,5.768729209899902
0,0,783.8188071502552,-602.2500064950583,52.27820962485615,0.000384978688089177,-8.322170680423241e-06,9.290338499015484e-07,1.832785129925722e-07,-6.306779665409844e-06,-6.568353380067842e-07,80.0,1260.0,0.007224140223115683,469.0,5.768729209899902
0,0,783.8187914928155,-602.2500127708272,52.277316635442645,0.0005060529801994562,6.500668335212116e-06,3.858010577075262e-05,1.967224704260539e-06,-7.73975059569877e-07,-2.400359921783886e-06,80.0,1260.0,0.007224140223115683,469.0,5.768729209899902
0,0,783.8187906779322,-602.2500393855909,52.27776564697587,0.00030829288880340755,-2.779717377030658e-06,2.4931385354673128e-05,-6.286949980284797e-06,4.61429821930437e-06,-8.644980189419503e-08,80.0,1260.0,0.007224140223115683,469.0,5.768771171569824
0,0,783.8187792796394,-602.2500635743435,52.27769993534232,0.00015567867376375943,-2.24773380816695e-05,-0.00013813164606522985,2.7807590841067634e-06,-1.4797238864656714e-06,1.61294047809252e-06,80.0,1260.0,0.007224140223115683,469.0,5.768771171569824
0,0,783.8187415114577,-602.2500842150832,52.2783613063642,-0.0002468533057253808,-1.821220809388484e-06,-4.959960373481319e-05,4.636857729010293e-06,-1.82745425705063e-06,4.1011605369413405e-06,80.0,1260.0,0.007224140223115683,469.0,5.768771171569824
0,0,783.8186932084861,-602.2500835377912,52.278130325065256,-1.4096405720920302e-05,6.409948813825029e-07,8.487031704635878e-05,-1.8719174905268777e-06,-1.0000428899040287e-06,9.789062354042381e-07,100.0,1260.0,0.006806107237935066,469.0,5.768723487854004
0,0,783.8186526721901,-602.250096191678,52.27640476415214,7.949011342134327e-05,8.5916180383764e-05,0.0001023856407864371,-2.4572635674861497e-06,3.264757842172879e-06,-2.0008781594402524e-06,100.0,1260.0,0.006806107237935066,469.0,5.768723487854004
0,0,783.8186763015573,-602.2501564937121,52.27633340832625,0.00011560090206330642,-7.945575198147659e-05,-3.035376421351858e-06,-9.6253776426534e-07,3.5584250422652823e-07,1.3312653966542568e-06,100.0,1260.0,0.006806107237935066,469.0,5.768723487854004
0,0,783.8186634960567,-602.2501731772479,52.27578490215837,-0.00023925573623273522,-5.0681391014780855e-05,-5.985987459414432e-05,6.528015115426325e-07,2.8433849415792385e-06,-2.98256404563946e-06,100.0,1112.0,0.009576985612511635,566.0,5.767672061920166
0,0,783.8186456264541,-602.2501473096039,52.27588792674997,-0.0004057512851431966,9.3679127727969e-05,1.46410304034127e-05,5.10758111481472e-06,-1.5901171149778913e-06,1.2907240982594171e-06,100.0,1112.0,0.009576985612511635,566.0,5.767672061920166
0,0,783.8186624801714,-602.2501679618255,52.27477058970045,-8.257554145529866e-05,5.48050452438139e-05,7.302780040968482e-05,2.4660079407173062e-06,-5.178835391841142e-07,-2.119027184819995e-06,100.0,1178.0,0.009619515389204025,427.0,5.7661590576171875
0,0,783.8187217709793,-602.2501996592496,52.274579365356544,0.00029289780650287867,-8.587656927578213e-05,6.0422874911411235e-05,-7.63039463793716e-06,1.7339591586505988e-07,1.7725760954194327e-06,100.0,1178.0,0.009619515389204025,427.0,5.7661590576171875
0,0,783.8187020550495,-602.2501797538778,52.274895274555796,-6.5245883888565e-05,-4.1231331396114325e-05,-5.552457128508063e-05,-2.5702325249662234e-06,-4.383002346398279e-06,-1.463113693554819e-06,60.0,1178.0,0.009619515389204025,427.0,5.766077995300293
0,0,783.8186779123952,-602.2501683781657,52.274548831760164,-0.00027599112945608795,0.00023078940182909492,-2.1400818267850787e-05,6.33419456275049e-06,-3.814697415313515e-06,-7.428291669079624e-07,60.0,1178.0,0.009619515389204025,427.0,5.766077995300293
0,0,783.8187586590155,-602.2502240436131,52.27490353414424,-0.0001577458460815251,8.226526999838617e-06,1.2747272096399928e-05,8.963713681273296e-06,-2.2464717390871073e-06,-4.640961353260128e-07,60.0,1178.0,0.009619515389204025,427.0,5.766077995300293
